chromosome,start_position,end_position,length_bytes,function_sequence,n_vocab_hits,n_distinct_funcs,recurrence,density_score,boundary_drop,entry_point,matched_primitives,named_genes,dominant_function,description
chr2,37184634,37184680,47,Unclassified|Cytoskeleton|DNA repair,97,3,150,0.485,485.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr2,37553130,37553174,45,Unclassified|Cytoskeleton|DNA repair,25,3,150,0.125,10.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr2,44304351,44304396,46,Unclassified|Cytoskeleton|DNA repair,26,3,150,0.13,130.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr2,45633882,45633928,47,Unclassified|Cytoskeleton|DNA repair,32,3,150,0.16,160.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr2,55532985,55533030,46,Unclassified|Cytoskeleton|DNA repair,12,3,150,0.06,60.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,76117,76162,46,Unclassified|Cytoskeleton|DNA repair,27,3,150,0.135,135.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,76117,76162,46,Unclassified|Cytoskeleton|DNA repair,27,3,150,0.135,135.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,76117,76162,46,Unclassified|Cytoskeleton|DNA repair,27,3,150,0.135,135.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,3213967,3214012,46,Unclassified|Cytoskeleton|DNA repair,45,3,150,0.225,225.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,3213967,3214012,46,Unclassified|Cytoskeleton|DNA repair,45,3,150,0.225,225.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,9085926,9085971,46,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,14971080,14971125,46,Unclassified|Cytoskeleton|DNA repair,38,3,150,0.19,190.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr20,14971080,14971125,46,Unclassified|Cytoskeleton|DNA repair,38,3,150,0.19,190.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr21,4189041,4189084,44,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,170.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr21,8925095,8925140,46,Unclassified|Cytoskeleton|DNA repair,37,3,150,0.185,74.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr21,10491982,10492024,43,Unclassified|Cytoskeleton|DNA repair,16,3,150,0.08,80.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr21,10491982,10492024,43,Unclassified|Cytoskeleton|DNA repair,16,3,150,0.08,80.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr22,5865553,5865598,46,Unclassified|Cytoskeleton|DNA repair,33,3,150,0.165,165.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr22,7328553,7328597,45,Unclassified|Cytoskeleton|DNA repair,39,3,150,0.195,9.75,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr22,7328553,7328597,45,Unclassified|Cytoskeleton|DNA repair,39,3,150,0.195,8.67,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr22,7328553,7328597,45,Unclassified|Cytoskeleton|DNA repair,39,3,150,0.195,9.75,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr22,7328553,7328597,45,Unclassified|Cytoskeleton|DNA repair,39,3,150,0.195,9.75,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,4092394,4092439,46,Unclassified|Cytoskeleton|DNA repair,33,3,150,0.165,165.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,4092394,4092439,46,Unclassified|Cytoskeleton|DNA repair,33,3,150,0.165,165.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,4436601,4436647,47,Unclassified|Cytoskeleton|DNA repair,37,3,150,0.185,185.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,4436601,4436647,47,Unclassified|Cytoskeleton|DNA repair,37,3,150,0.185,185.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,5166312,5166358,47,Unclassified|Cytoskeleton|DNA repair,43,3,150,0.215,6.62,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,5166312,5166358,47,Unclassified|Cytoskeleton|DNA repair,43,3,150,0.215,6.62,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,11244212,11244255,44,Unclassified|Cytoskeleton|DNA repair,35,3,150,0.175,175.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,29059126,29059171,46,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,29059126,29059171,46,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,29059126,29059171,46,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,29059126,29059171,46,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,37912764,37912809,46,Unclassified|Cytoskeleton|DNA repair,60,3,150,0.3,300.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,39678943,39678988,46,Unclassified|Cytoskeleton|DNA repair,16,3,150,0.08,2.67,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,40875259,40875299,41,Unclassified|Cytoskeleton|DNA repair,25,3,150,0.125,125.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,42632814,42632859,46,Unclassified|Cytoskeleton|DNA repair,14,3,150,0.07,70.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,42632814,42632859,46,Unclassified|Cytoskeleton|DNA repair,14,3,150,0.07,70.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,42632814,42632859,46,Unclassified|Cytoskeleton|DNA repair,14,3,150,0.07,70.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,42632814,42632859,46,Unclassified|Cytoskeleton|DNA repair,14,3,150,0.07,70.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,43131346,43131392,47,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,34.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,43131346,43131392,47,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,34.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr3,43555840,43555885,46,Unclassified|Cytoskeleton|DNA repair,36,3,150,0.18,180.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,19522090,19522132,43,Unclassified|Cytoskeleton|DNA repair,81,3,150,0.405,405.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,39441774,39441819,46,Unclassified|Cytoskeleton|DNA repair,45,3,150,0.225,225.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,39441774,39441819,46,Unclassified|Cytoskeleton|DNA repair,45,3,150,0.225,225.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,43999326,43999371,46,Unclassified|Cytoskeleton|DNA repair,142,3,150,0.71,20.29,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,43999326,43999371,46,Unclassified|Cytoskeleton|DNA repair,142,3,150,0.71,20.29,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,43999326,43999371,46,Unclassified|Cytoskeleton|DNA repair,142,3,150,0.71,20.29,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,43999326,43999371,46,Unclassified|Cytoskeleton|DNA repair,142,3,150,0.71,20.29,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,45219841,45219886,46,Unclassified|Cytoskeleton|DNA repair,65,3,150,0.325,325.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,45219841,45219886,46,Unclassified|Cytoskeleton|DNA repair,65,3,150,0.325,325.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,45219841,45219886,46,Unclassified|Cytoskeleton|DNA repair,65,3,150,0.325,325.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,45219841,45219886,46,Unclassified|Cytoskeleton|DNA repair,65,3,150,0.325,325.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,45655629,45655672,44,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,45655629,45655672,44,Unclassified|Cytoskeleton|DNA repair,48,3,150,0.24,240.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,46868519,46868564,46,Unclassified|Cytoskeleton|DNA repair,95,3,150,0.475,23.75,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr4,46868519,46868564,46,Unclassified|Cytoskeleton|DNA repair,95,3,150,0.475,23.75,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr5,7419564,7419609,46,Unclassified|Cytoskeleton|DNA repair,298,3,150,1.49,1490.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr5,7419564,7419609,46,Unclassified|Cytoskeleton|DNA repair,298,3,150,1.49,1490.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr5,7419564,7419609,46,Unclassified|Cytoskeleton|DNA repair,298,3,150,1.49,1490.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr5,15111007,15111054,48,Unclassified|Cytoskeleton|DNA repair,19,3,150,0.095,95.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr5,19932712,19932754,43,Unclassified|Cytoskeleton|DNA repair,14,3,150,0.07,9.33,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,6425064,6425109,46,Unclassified|Cytoskeleton|DNA repair,16,3,150,0.08,80.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,6425064,6425109,46,Unclassified|Cytoskeleton|DNA repair,16,3,150,0.08,80.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,19406940,19406985,46,Unclassified|Cytoskeleton|DNA repair,50,3,150,0.25,250.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,20865701,20865745,45,Unclassified|Cytoskeleton|DNA repair,20,3,150,0.1,13.33,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,26945501,26945547,47,Unclassified|Cytoskeleton|DNA repair,47,3,150,0.235,235.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39713044,39713086,43,Unclassified|Cytoskeleton|DNA repair,19,3,150,0.095,4.75,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,39836652,39836697,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,355.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,40021961,40022006,46,Unclassified|Cytoskeleton|DNA repair,35,3,150,0.175,17.5,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr6,41557458,41557502,45,Unclassified|Cytoskeleton|DNA repair,27,3,150,0.135,4.5,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,16838682,16838724,43,Unclassified|Cytoskeleton|DNA repair,12,3,150,0.06,1.41,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,20917523,20917566,44,Unclassified|Cytoskeleton|DNA repair,32,3,150,0.16,160.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,20917523,20917566,44,Unclassified|Cytoskeleton|DNA repair,32,3,150,0.16,160.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,20917523,20917566,44,Unclassified|Cytoskeleton|DNA repair,32,3,150,0.16,160.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,20917523,20917566,44,Unclassified|Cytoskeleton|DNA repair,32,3,150,0.16,160.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,26895744,26895789,46,Unclassified|Cytoskeleton|DNA repair,129,3,150,0.645,645.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,26895744,26895789,46,Unclassified|Cytoskeleton|DNA repair,129,3,150,0.645,645.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,26895744,26895789,46,Unclassified|Cytoskeleton|DNA repair,129,3,150,0.645,645.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,26895744,26895789,46,Unclassified|Cytoskeleton|DNA repair,129,3,150,0.645,645.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,33189969,33190014,46,Unclassified|Cytoskeleton|DNA repair,23,3,150,0.115,115.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr7,33189969,33190014,46,Unclassified|Cytoskeleton|DNA repair,23,3,150,0.115,115.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,9665155,9665200,46,Unclassified|Cytoskeleton|DNA repair,29,3,150,0.145,145.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,9665155,9665200,46,Unclassified|Cytoskeleton|DNA repair,29,3,150,0.145,145.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,14718976,14719021,46,Unclassified|Cytoskeleton|DNA repair,40,3,150,0.2,5.33,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,20092757,20092802,46,Unclassified|Cytoskeleton|DNA repair,81,3,150,0.405,405.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,20092757,20092802,46,Unclassified|Cytoskeleton|DNA repair,81,3,150,0.405,405.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,20092757,20092802,46,Unclassified|Cytoskeleton|DNA repair,81,3,150,0.405,405.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,20092757,20092802,46,Unclassified|Cytoskeleton|DNA repair,81,3,150,0.405,405.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,25956498,25956543,46,Unclassified|Cytoskeleton|DNA repair,43,3,150,0.215,8.6,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,25956498,25956543,46,Unclassified|Cytoskeleton|DNA repair,43,3,150,0.215,8.6,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,33170606,33170651,46,Unclassified|Cytoskeleton|DNA repair,22,3,150,0.11,110.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,33920984,33921029,46,Unclassified|Cytoskeleton|DNA repair,43,3,150,0.215,215.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,33920984,33921029,46,Unclassified|Cytoskeleton|DNA repair,43,3,150,0.215,215.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,35554728,35554774,47,Unclassified|Cytoskeleton|DNA repair,84,3,150,0.42,16.8,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr8,35554728,35554774,47,Unclassified|Cytoskeleton|DNA repair,84,3,150,0.42,16.8,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,6182509,6182554,46,Unclassified|Cytoskeleton|DNA repair,86,3,150,0.43,430.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,6182509,6182554,46,Unclassified|Cytoskeleton|DNA repair,86,3,150,0.43,430.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,6199486,6199531,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,47.33,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,6199486,6199531,46,Unclassified|Cytoskeleton|DNA repair,71,3,150,0.355,47.33,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,7232022,7232067,46,Unclassified|Cytoskeleton|DNA repair,37,3,150,0.185,185.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,10863081,10863131,51,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,22.67,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,10863081,10863131,51,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,22.67,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,10863081,10863131,51,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,22.67,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,10863081,10863131,51,Unclassified|Cytoskeleton|DNA repair,34,3,150,0.17,22.67,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,35354097,35354142,46,Unclassified|Cytoskeleton|DNA repair,39,3,150,0.195,195.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr9,36953201,36953246,46,Unclassified|Cytoskeleton|DNA repair,39,3,150,0.195,195.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,166034,166079,46,Unclassified|Cytoskeleton|DNA repair,35,3,150,0.175,175.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,4753754,4753797,44,Unclassified|Cytoskeleton|DNA repair,32,3,150,0.16,160.0,chrM:0x575D,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,10962684,10962729,46,Unclassified|Cytoskeleton|DNA repair,66,3,150,0.33,6.95,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,11642388,11642433,46,Unclassified|Cytoskeleton|DNA repair,26,3,150,0.13,26.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,11642388,11642433,46,Unclassified|Cytoskeleton|DNA repair,26,3,150,0.13,26.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,11642388,11642433,46,Unclassified|Cytoskeleton|DNA repair,26,3,150,0.13,26.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,11642388,11642433,46,Unclassified|Cytoskeleton|DNA repair,26,3,150,0.13,26.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,22080857,22080896,40,Unclassified|Cytoskeleton|DNA repair,115,3,150,0.575,575.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,22080857,22080896,40,Unclassified|Cytoskeleton|DNA repair,115,3,150,0.575,575.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,22080857,22080896,40,Unclassified|Cytoskeleton|DNA repair,115,3,150,0.575,575.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chrx,25443420,25443465,46,Unclassified|Cytoskeleton|DNA repair,18,3,150,0.09,90.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chry,3259927,3259970,44,Unclassified|Cytoskeleton|DNA repair,29,3,150,0.145,145.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chry,3259927,3259970,44,Unclassified|Cytoskeleton|DNA repair,29,3,150,0.145,145.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chry,3259927,3259970,44,Unclassified|Cytoskeleton|DNA repair,29,3,150,0.145,145.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chry,3259927,3259970,44,Unclassified|Cytoskeleton|DNA repair,29,3,150,0.145,145.0,chrM:0x5B2B,1,chr15 satellite repeat,REPEAT_ELEMENT,chr15 satellite repeat
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,552,3,108,2.76,5.16,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
chr22,28844,28921,78,Unclassified|Cell adhesion|Chromatin|Unclassified,522,3,108,2.61,4.28,chrM:0x37DC,2,satellite ACRO centromeric,REPEAT_ELEMENT,satellite ACRO centromeric
