gene,department
GLI2,Transcription
GLI3,Transcription
GLI4,Transcription
GLIS1,Transcription
GLIS2,Transcription
GLIS3,Transcription
GLMN,Signaling
GLMP,Transcription
GLP1R,Signaling
GLP2R,Signaling
GLRA1,Ion channel
GLRA2,Ion channel
GLRA3,Ion channel
GLRB,Ion channel
GLRX2,Transcription
GLRX2,Apoptosis
GLRX3,Nuc acid bind
GLYCTK,Kinase
GMCL2,Ubiquitin
GMEB1,Transcription
GMEB2,Transcription
GMFB,Kinase
GMFB,Signaling
GMFG,Kinase
GMFG,Signaling
GMIP,Signaling
GMIP,GTPase
GML,Apoptosis
GMNC,Transcription
GNA11,Signaling
GNA11,GTPase
GNA12,Signaling
GNA12,GTPase
GNA13,Signaling
GNA13,GTPase
GNA14,Signaling
GNA14,GTPase
GNA15,Signaling
GNA15,GTPase
GNAI1,Cell cycle
GNAI1,Signaling
GNAI1,GTPase
GNAI2,Cell cycle
GNAI2,Signaling
GNAI2,GTPase
GNAI3,Cell cycle
GNAI3,Signaling
GNAI3,GTPase
GNAL,Signaling
GNAL,GTPase
GNAO1,Signaling
GNAO1,GTPase
GNAQ,Signaling
GNAQ,GTPase
GNAS,Signaling
GNAS,GTPase
GNAT1,Signaling
GNAT1,GTPase
GNAT2,Signaling
GNAT2,GTPase
GNAT3,Signaling
GNAT3,GTPase
GNAZ,Signaling
GNAZ,GTPase
GNB1,Signaling
GNB1,GTPase
GNB1L,DNA repair
GNB2,Signaling
GNB2,GTPase
GNB3,Signaling
GNB3,GTPase
GNB4,Signaling
GNB5,Signaling
GNB5,GTPase
GNG10,Signaling
GNG10,GTPase
GNG11,Signaling
GNG11,GTPase
GNG12,Signaling
GNG13,Signaling
GNG14,Signaling
GNG2,Signaling
GNG3,Signaling
GNG3,GTPase
GNG4,Signaling
GNG5,Signaling
GNG5,GTPase
GNG5B,Signaling
GNG7,Signaling
GNG8,Signaling
GNG8,GTPase
GNGT1,Signaling
GNGT1,GTPase
GNGT2,Signaling
GNGT2,GTPase
GNL1,Signaling
GNL1,DNA repair
GNL1,Structural
GNL1,GTPase
GNL2,Nuc acid bind
GNL2,GTPase
GNL3,Nuc acid bind
GNL3L,Nuc acid bind
GNMT,Methylation
GNRH1,Signaling
GNRH2,Signaling
GNRHR,Signaling
GNRHR2,Signaling
GOLGA2,Cell cycle
GOLGA4,Transport
GOLGB1,Transcription
GOLGB1,Nuc acid bind
GOLT1A,Transport
GOLT1B,Transport
GON4L,Transcription
GOSR1,Transport
GOSR2,Transport
GOT2,Nuc acid bind
GP1BA,Signaling
GP1BA,Cell adhesion
GP1BB,Signaling
GP1BB,Cell adhesion
GP2,Immune
GP5,Cell adhesion
GP9,Cell adhesion
GPANK1,Nuc acid bind
GPATCH1,RNA processing
GPATCH1,Nuc acid bind
GPATCH11,Nuc acid bind
GPATCH2,Nuc acid bind
GPATCH3,Nuc acid bind
GPATCH4,Nuc acid bind
GPATCH8,Nuc acid bind
GPBAR1,Signaling
GPBP1,Transcription
GPBP1,Nuc acid bind
GPBP1L1,Transcription
GPBP1L1,Nuc acid bind
GPER1,Transcription
GPER1,Signaling
GPER1,Immune
GPER1,Apoptosis
GPHA2,Signaling
GPI,Signaling
GPKOW,RNA processing
GPKOW,Nuc acid bind
GPLD1,Apoptosis
GPN1,GTPase
GPN2,GTPase
GPN3,GTPase
GPNMB,Signaling
GPNMB,Cell adhesion
GPR101,Signaling
GPR119,Signaling
GPR12,Signaling
GPR132,Signaling
GPR135,Signaling
GPR139,Signaling
GPR141,Signaling
GPR142,Signaling
GPR143,Signaling
GPR146,Signaling
GPR148,Signaling
GPR149,Signaling
GPR15,Signaling
GPR150,Signaling
GPR151,Signaling
GPR152,Signaling
GPR153,Signaling
GPR155,Signaling
GPR155,Transport
GPR156,Signaling
GPR157,Signaling
GPR158,Signaling
GPR160,Signaling
GPR161,Signaling
GPR162,Signaling
GPR17,Signaling
GPR171,Signaling
GPR173,Signaling
GPR174,Signaling
GPR176,Signaling
GPR179,Signaling
GPR18,Signaling
GPR183,Signaling
GPR183,Immune
GPR19,Signaling
GPR20,Signaling
GPR21,Signaling
GPR22,Signaling
GPR25,Signaling
GPR26,Signaling
GPR27,Signaling
GPR3,Signaling
GPR31,Signaling
GPR32,Signaling
GPR32,Immune
GPR32P1,Signaling
GPR32P1,Immune
GPR33,Signaling
GPR33,Immune
GPR34,Signaling
GPR35,Signaling
GPR35,Cytoskeleton
GPR37,Signaling
GPR37L1,Signaling
GPR39,Signaling
GPR4,Signaling
GPR42,Signaling
GPR45,Signaling
GPR50,Signaling
GPR52,Signaling
GPR55,Signaling
GPR6,Signaling
GPR61,Signaling
GPR62,Signaling
GPR63,Signaling
GPR65,Signaling
GPR65,Immune
GPR65,Apoptosis
GPR68,Signaling
GPR68,Immune
GPR75,Signaling
GPR78,Signaling
GPR82,Signaling
GPR83,Signaling
GPR84,Signaling
GPR85,Signaling
GPR87,Signaling
GPR88,Signaling
GPR89A,Ion channel
GPR89B,Ion channel
GPRC5A,Signaling
GPRC5B,Signaling
GPRC5C,Signaling
GPRC5D,Signaling
GPRC6A,Signaling
GPS2,Transcription
GPSM2,Cell cycle
GRAMD4,Apoptosis
GRAP,Signaling
GRAP2,Signaling
GRB10,Signaling
GRB14,Signaling
GRB2,Signaling
GRB2,Nuc acid bind
GRB7,Signaling
GRB7,Nuc acid bind
GREM1,Transcription
GREM1,Signaling
GRHL1,Transcription
GRHL2,Transcription
GRHL2,Cell adhesion
GRHL3,Transcription
GRIA1,Signaling
GRIA1,Ion channel
GRIA2,Ion channel
GRIA3,Ion channel
GRIA4,Ion channel
GRID1,Ion channel
GRID2,Ion channel
GRIK1,Ion channel
GRIK2,Ion channel
GRIK3,Ion channel
GRIK4,Ion channel
GRIK5,Ion channel
GRIN1,Transcription
GRIN1,Ion channel
GRIN2A,Ion channel
GRIN2B,Ion channel
GRIN2C,Ion channel
GRIN2D,Ion channel
GRIN3A,Ion channel
GRIN3B,Ion channel
GRIP1,Signaling
GRK1,Kinase
GRK1,Signaling
GRK2,Kinase
GRK2,Signaling
GRK3,Kinase
GRK3,Signaling
GRK4,Kinase
GRK4,Signaling
GRK5,Kinase
GRK5,Signaling
GRK5,Apoptosis
GRK6,Kinase
GRK6,Signaling
GRK7,Kinase
GRK7,Signaling
GRM1,Signaling
GRM2,Signaling
GRM3,Signaling
GRM4,Signaling
GRM5,Transcription
GRM5,Signaling
GRM6,Signaling
GRM7,Signaling
GRM8,Signaling
GRN,Signaling
GRN,Nuc acid bind
GRP,Signaling
GRPEL1,Protein folding
GRPEL2,Protein folding
GRPR,Signaling
GRSF1,RNA processing
GRSF1,Nuc acid bind
GRWD1,Nuc acid bind
GSC,Transcription
GSC2,Transcription
GSDMA,Transport
GSDMD,Transport
GSDMD,Immune
GSDME,Transport
GSK3A,Transcription
GSK3A,Kinase
GSK3B,Kinase
GSK3B,Signaling
GSN,Apoptosis
GSPT1,Nuc acid bind
GSPT1,Translation
GSPT1,GTPase
GSPT2,Nuc acid bind
GSPT2,Translation
GSPT2,GTPase
GSTP1,Transcription
GSX1,Transcription
GSX2,Transcription
GTF2A1,Transcription
GTF2A2,Transcription
GTF2E2,Nuc acid bind
GTF2F1,Transcription
GTF2F1,Nuc acid bind
GTF2F2,Transcription
GTF2H1,DNA repair
GTF2H2,Transcription
GTF2H2,DNA repair
GTF2H2C,Transcription
GTF2H2C,DNA repair
GTF2H3,Transcription
GTF2H3,DNA repair
GTF2H4,DNA repair
GTF2H5,DNA repair
GTF2I,Transcription
GTF2IRD1,Transcription
GTF2IRD2,Transcription
GTF2IRD2B,Transcription
GTF3A,Nuc acid bind
GTF3C4,Chromatin
GTPBP1,Signaling
GTPBP1,Nuc acid bind
GTPBP1,Immune
GTPBP1,GTPase
GTPBP10,Nuc acid bind
GTPBP10,GTPase
GTPBP2,GTPase
GTPBP3,GTPase
GTPBP4,Nuc acid bind
GTPBP4,GTPase
GUCA1A,Signaling
GUCA1C,Signaling
GUCA2A,Signaling
GUCY1A1,Signaling
GUCY1A2,Signaling
GUCY1B1,Signaling
GUCY1B2,Signaling
GUCY2C,Kinase
GUCY2C,Signaling
GUCY2D,Kinase
GUCY2D,Signaling
GUCY2F,Kinase
GUCY2F,Signaling
GUF1,Translation
GUF1,GTPase
GULP1,Apoptosis
GZF1,Transcription
GZMA,Proteolysis
GZMA,Immune
GZMA,Apoptosis
GZMB,Proteolysis
GZMB,Apoptosis
GZMH,Proteolysis
GZMH,Apoptosis
GZMK,Proteolysis
GZMK,Immune
GZMM,Proteolysis
GZMM,Immune
GZMM,Apoptosis
H1-0,Nuc acid bind
H1-10,Nuc acid bind
H1-2,Nuc acid bind
H1-3,Nuc acid bind
H1-4,Nuc acid bind
H1-5,Chromatin
H1-5,Transcription
H1-5,Nuc acid bind
H1-9P,Chromatin
H1-9P,Transcription
H1-9P,Nuc acid bind
H2AB1,RNA processing
H2AB2,RNA processing
H2AC11,Chromatin
H2AC4,Chromatin
H2AC6,Chromatin
H2AX,DNA repair
H2AZ1,Chromatin
H2AZ1,Transcription
H2AZ2,Chromatin
H2BC1,Chromatin
H2BC10,Chromatin
H2BC11,Chromatin
H2BC12,Chromatin
H2BC12L,Chromatin
H2BC13,Chromatin
H2BC14,Chromatin
H2BC15,Chromatin
H2BC17,Chromatin
H2BC18,Chromatin
H2BC19P,Chromatin
H2BC20P,Chromatin
H2BC21,Chromatin
H2BC26,Chromatin
H2BC3,Chromatin
H2BC5,Chromatin
H2BC9,Chromatin
H2BK1,Chromatin
H2BW1,Chromatin
H2BW2,Chromatin
H3-4,Chromatin
H3C1,Chromatin
H3C13,Chromatin
H4C1,Chromatin
H4C1,Nuc acid bind
HABP2,Proteolysis
HABP2,Cell adhesion
HABP4,RNA processing
HABP4,Nuc acid bind
HACD3,GTPase
HACE1,Ubiquitin
HADHB,Nuc acid bind
HAMP,Transcription
HAMP,Signaling
HAMP,Immune
HAND1,Transcription
HAND2,Transcription
HAPLN1,Cell adhesion
HAPLN2,Cell adhesion
HAPLN3,Cell adhesion
HAPLN4,Cell adhesion
HARS1,Nuc acid bind
HARS1,Translation
HARS2,Nuc acid bind
HARS2,Translation
HAS1,Cell adhesion
HASPIN,Chromatin
HASPIN,Kinase
HASPIN,Signaling
HAT1,Chromatin
HAUS1,Cell cycle
HAUS2,Cell cycle
HAUS3,Cell cycle
HAUS4,Cell cycle
HAUS5,Cell cycle
HAUS6,Cell cycle
HAUS6,Cytoskeleton
HAUS7,Cell cycle
HAUS8,Cell cycle
HAVCR2,Transcription
HAVCR2,Immune
HAX1,Transcription
HBA1,Immune
HBB,Immune
HBEGF,Signaling
HBP1,Transcription
HBP1,Nuc acid bind
HBS1L,Signaling
HBS1L,Translation
HBS1L,GTPase
HCAR1,Signaling
HCAR2,Signaling
HCAR2,Apoptosis
HCAR3,Signaling
HCFC1,Chromatin
HCFC1,Transcription
HCFC2,Chromatin
HCFC2,Transcription
HCK,Kinase
HCK,Signaling
HCK,Immune
HCK,Cell adhesion
HCLS1,Transcription
HCLS1,Signaling
HCN1,Transport
HCN1,Ion channel
HCN2,Transport
HCN2,Ion channel
HCN3,Transport
HCN3,Ion channel
HCN4,Transport
HCN4,Ion channel
HCRTR1,Signaling
HCRTR2,Signaling
HCST,Kinase
HDAC1,Chromatin
HDAC1,Transcription
HDAC10,Chromatin
HDAC10,Transcription
HDAC10,DNA repair
HDAC11,Chromatin
HDAC2,Chromatin
HDAC2,Transcription
HDAC2,Nuc acid bind
HDAC3,Chromatin
HDAC3,Transcription
HDAC4,Chromatin
HDAC4,Transcription
HDAC4,Immune
HDAC5,Chromatin
HDAC5,Transcription
HDAC5,Immune
HDAC6,Chromatin
HDAC7,Chromatin
HDAC7,Transcription
HDAC8,Chromatin
HDAC8,Transcription
HDAC9,Chromatin
HDAC9,Transcription
HDAC9,Immune
HDGF,Chromatin
HDGF,Transcription
HDGF,Signaling
HDGF,Nuc acid bind
HDGFL1,Chromatin
HDGFL2,Chromatin
HDGFL2,DNA repair
HDGFL3,Signaling
HDLBP,Nuc acid bind
HDX,Transcription
HEATR1,Nuc acid bind
HEATR3,Protein folding
HEATR6,Nuc acid bind
HECA,Nuc acid bind
HECTD1,Ubiquitin
HECTD2,Ubiquitin
HECTD3,Ubiquitin
HECTD4,Ubiquitin
HECW1,Ubiquitin
HECW2,Ubiquitin
HELB,DNA repair
HELLS,Cell cycle
HELQ,DNA repair
HELQ,Nuc acid bind
HELT,Transcription
HELZ,Nuc acid bind
HELZ2,Transcription
HELZ2,Nuc acid bind
HEMK1,Nuc acid bind
HEMK1,Methylation
HEMK2,Chromatin
HEMK2,Nuc acid bind
HEMK2,Methylation
HENMT1,Nuc acid bind
HENMT1,Methylation
HEPACAM,Immune
HEPACAM,Cell adhesion
HEPACAM2,Cell cycle
HEPH,Ion channel
HEPHL1,Ion channel
HERC1,Ubiquitin
HERC2,Ubiquitin
HERC2,DNA repair
HERC2P3,Ubiquitin
HERC3,Ubiquitin
HERC4,Ubiquitin
HERC5,Ubiquitin
HERC5,Nuc acid bind
HERC5,Immune
HERC6,Ubiquitin
HERV-K104,Nuc acid bind
HERV-K104,Proteolysis
HERVK_113,Nuc acid bind
HERVK_113,Proteolysis
HERVK_113,Structural
HES1,Transcription
HES2,Transcription
HES3,Transcription
HES4,Transcription
HES5,Transcription
HES5,Cell adhesion
HES6,Transcription
HES7,Transcription
HESX1,Transcription
HEXB,Transcription
HEXIM1,Transcription
HEXIM1,Immune
HEXIM2,Transcription
HEY1,Transcription
HEY2,Transcription
HEYL,Transcription
HFE,Signaling
HFE,Ion channel
HFM1,Nuc acid bind
HGF,Transcription
HGF,Signaling
HGF,Proteolysis
HGFAC,Proteolysis
HGS,Signaling
HHEX,Transcription
HIC1,Transcription
HIC2,Transcription
HIF1A,Transcription
HIF1A,Signaling
HIF1AN,Transcription
HIF3A,Transcription
HIF3A,Apoptosis
HINFP,Transcription
HINFP,DNA repair
HINT1,Transcription
HINT1,Signaling
HINT1,Proteolysis
HINT1,Apoptosis
HINT2,Apoptosis
HIP1,Structural
HIP1,Apoptosis
HIPK1,Kinase
HIPK2,Transcription
HIPK2,Kinase
HIPK2,DNA repair
HIPK2,Apoptosis
HIPK3,Kinase
HIPK3,Apoptosis
HIPK4,Chromatin
HIPK4,Kinase
HIRA,Chromatin
HIRA,Transcription
HIRIP3,Chromatin
HIVEP1,Transcription
HIVEP2,Transcription
HIVEP3,Transcription
HJV,Transcription
HK1,Immune
HLA-A,Nuc acid bind
HLA-A,Immune
HLA-B,Immune
HLA-C,Signaling
HLA-C,Immune
HLA-DMA,Immune
HLA-DMB,Immune
HLA-DOA,Immune
HLA-DOB,Immune
HLA-DPA1,Immune
HLA-DPB1,Immune
HLA-DQA1,Immune
HLA-DQA2,Immune
HLA-DQB1,Immune
HLA-DQB2,Immune
HLA-DRA,Immune
HLA-DRB1,Signaling
HLA-DRB1,Immune
HLA-DRB1,Structural
HLA-DRB1,Cytoskeleton
HLA-DRB3,Signaling
HLA-DRB3,Immune
HLA-DRB4,Immune
HLA-DRB5,Immune
HLA-E,Signaling
HLA-E,Immune
HLA-F,Immune
HLA-G,Immune
HLA-H,Immune
HLF,Transcription
HLTF,Chromatin
HLTF,Transcription
HLTF,Ubiquitin
HLTF,DNA repair
HLTF,Nuc acid bind
HLX,Transcription
HLX,Signaling
HM13,Proteolysis
HMBOX1,Transcription
HMCES,DNA repair
HMCES,Proteolysis
HMCN1,Cell cycle
HMCN1,Structural
HMCN2,Structural
HMG20A,Chromatin
HMG20A,Transcription
HMG20B,Chromatin
HMGA1,Transcription
HMGA1,Signaling
HMGA1,Nuc acid bind
HMGA2,Chromatin
HMGA2,Transcription
HMGA2,Cell cycle
HMGA2,Signaling
HMGA2,Nuc acid bind
HMGB1,Chromatin
HMGB1,Transcription
HMGB1,Signaling
HMGB1,DNA repair
HMGB1,Nuc acid bind
HMGB1,Immune
HMGB1,Apoptosis
HMGB1P1,Chromatin
HMGB1P1,Signaling
HMGB1P1,Immune
HMGB2,Chromatin
HMGB2,Transcription
HMGB2,Nuc acid bind
HMGB2,Immune
HMGB3,Nuc acid bind
HMGB3,Immune
HMGB4,Chromatin
HMGCL,Structural
HMGN1,Chromatin
HMGN2,Chromatin
HMGN2,Nuc acid bind
HMGN2P46,Chromatin
HMGN3,Chromatin
HMGN4,Chromatin
HMGN5,Chromatin
HMGN5,Transcription
HMGN5,Nuc acid bind
HMOX1,Transcription
HMOX1,Signaling
HMOX1,Structural
HMOX1,Apoptosis
HMX1,Transcription
HMX2,Transcription
HMX3,Transcription
HNF1A,Transcription
HNF1B,Transcription
HNF4A,Transcription
HNF4G,Transcription
HNMT,Methylation
HNRNPA0,RNA processing
HNRNPA0,Nuc acid bind
HNRNPA0,Immune
HNRNPA1,RNA processing
HNRNPA1,Nuc acid bind
HNRNPA1L2,RNA processing
HNRNPA1L2,Nuc acid bind
HNRNPA1L3,Nuc acid bind
HNRNPA2B1,RNA processing
HNRNPA2B1,Nuc acid bind
HNRNPA3,RNA processing
HNRNPA3,Nuc acid bind
HNRNPAB,Nuc acid bind
HNRNPC,Chromatin
HNRNPC,RNA processing
HNRNPC,Nuc acid bind
HNRNPCL1,Nuc acid bind
HNRNPCL2,Nuc acid bind
HNRNPCL3,Nuc acid bind
HNRNPCL4,Nuc acid bind
HNRNPD,Transcription
HNRNPD,RNA processing
HNRNPD,Nuc acid bind
HNRNPDL,Nuc acid bind
HNRNPF,RNA processing
HNRNPF,Nuc acid bind
HNRNPH1,RNA processing
HNRNPH1,Nuc acid bind
HNRNPH2,Nuc acid bind
HNRNPH3,RNA processing
HNRNPH3,Nuc acid bind
HNRNPK,Transcription
HNRNPK,Signaling
HNRNPK,RNA processing
HNRNPK,Nuc acid bind
HNRNPL,RNA processing
HNRNPL,Nuc acid bind
HNRNPLL,RNA processing
HNRNPLL,Nuc acid bind
HNRNPM,RNA processing
HNRNPM,Nuc acid bind
HNRNPR,RNA processing
HNRNPR,Nuc acid bind
HNRNPU,Chromatin
HNRNPU,Transcription
HNRNPU,Cell cycle
HNRNPU,RNA processing
HNRNPU,Nuc acid bind
HNRNPUL1,RNA processing
HNRNPUL1,Nuc acid bind
HNRNPUL2,Nuc acid bind
HOMEZ,Transcription
HOPX,Transcription
HOXA1,Transcription
HOXA10,Transcription
HOXA11,Transcription
HOXA13,Transcription
HOXA2,Transcription
HOXA3,Transcription
HOXA4,Transcription
HOXA5,Transcription
HOXA5,Apoptosis
HOXA6,Transcription
HOXA7,Transcription
HOXA9,Transcription
HOXB-AS3,RNA processing
HOXB1,Transcription
HOXB13,Transcription
HOXB2,Transcription
HOXB3,Transcription
HOXB4,Transcription
HOXB5,Transcription
HOXB6,Transcription
HOXB6,Nuc acid bind
HOXB7,Transcription
HOXB8,Transcription
HOXB9,Transcription
HOXC10,Transcription
HOXC11,Transcription
HOXC12,Transcription
HOXC13,Transcription
HOXC4,Transcription
HOXC5,Transcription
HOXC6,Transcription
HOXC8,Transcription
HOXC9,Transcription
HOXD1,Transcription
HOXD10,Transcription
HOXD11,Transcription
HOXD12,Transcription
HOXD13,Transcription
HOXD3,Transcription
HOXD4,Transcription
HOXD8,Transcription
HOXD9,Transcription
HP,Immune
HP1BP3,Transcription
HPF1,DNA repair
HPGD,Apoptosis
HPGDS,Signaling
HPN,Proteolysis
HPS1,Transport
HPS4,Transport
HPSE,Cell adhesion
HR,Chromatin
HR,Transcription
HRAS,Transcription
HRAS,Signaling
HRAS,GTPase
HRG,Apoptosis
HRH1,Signaling
HRH1,Immune
HRH2,Signaling
HRH2,Immune
HRH3,Signaling
HRH4,Signaling
HRH4,Immune
HRK,Apoptosis
HROB,DNA repair
HSBP1,Transcription
HSD17B10,Nuc acid bind
HSF1,Transcription
HSF1,RNA processing
HSF1,DNA repair
HSF2,Transcription
HSF4,Transcription
HSF5,Transcription
HSFX1,Transcription
HSFX3,Transcription
HSFX4,Transcription
HSFY1,Transcription
HSH2D,Signaling
HSP90AA1,Nuc acid bind
HSP90AA1,Protein folding
HSP90AA2P,Protein folding
HSP90AA4P,Protein folding
HSP90AA5P,Protein folding
HSP90AB1,Nuc acid bind
HSP90AB1,Protein folding
HSP90AB2P,Protein folding
HSP90AB3P,Protein folding
HSP90AB4P,Protein folding
HSP90B1,Nuc acid bind
HSP90B1,Protein folding
HSP90B2P,Protein folding
HSPA14,Protein folding
HSPA1A,Transcription
HSPA1A,Nuc acid bind
HSPA1A,Protein folding
HSPA1B,Nuc acid bind
HSPA1B,Protein folding
HSPA1L,Protein folding
HSPA2,Protein folding
HSPA4,Protein folding
HSPA4L,Protein folding
HSPA5,Transcription
HSPA5,Protein folding
HSPA6,Protein folding
HSPA8,Signaling
HSPA8,RNA processing
HSPA8,Nuc acid bind
HSPA8,Protein folding
HSPA9,Nuc acid bind
HSPA9,Protein folding
HSPB1,Signaling
HSPB1,Nuc acid bind
HSPB1,Protein folding
HSPB2,Protein folding
HSPB6,Protein folding
HSPB8,Kinase
HSPBP1,Protein folding
HSPD1,Nuc acid bind
HSPD1,Protein folding
HSPE1,Nuc acid bind
HSPE1,Protein folding
HSPG2,Immune
HSPH1,Protein folding
HTATIP2,Transcription
HTATSF1,Chromatin
HTATSF1,RNA processing
HTATSF1,DNA repair
HTATSF1,Nuc acid bind
HTN3,Immune
HTR1A,Signaling
HTR1B,Signaling
HTR1D,Signaling
HTR1E,Signaling
HTR1F,Signaling
HTR2A,Signaling
HTR2B,Signaling
HTR2C,Signaling
HTR3A,Ion channel
HTR3B,Ion channel
HTR3C,Ion channel
HTR3D,Ion channel
HTR3E,Ion channel
HTR4,Signaling
HTR5A,Signaling
HTR6,Signaling
HTR7,Signaling
HTRA1,Proteolysis
HTRA1,Apoptosis
HTRA2,Signaling
HTRA2,Proteolysis
HTRA2,Apoptosis
HTRA2,Protein folding
HTRA3,Proteolysis
HTRA4,Proteolysis
HTRA4,Apoptosis
HTT,Apoptosis
HTT,Phosphatase
HUNK,Kinase
HUNK,Signaling
HUS1,DNA repair
HUWE1,Chromatin
HUWE1,Ubiquitin
HUWE1,DNA repair
HUWE1,Nuc acid bind
HVCN1,Transport
HVCN1,Immune
HVCN1,Ion channel
HYAL1,Immune
HYAL2,Transcription
HYAL3,Immune
HYOU1,Protein folding
HYPK,Protein folding
IAPP,Signaling
IAPP,Apoptosis
IARS1,Translation
IARS2,Translation
IBA57,Nuc acid bind
IBSP,Cell adhesion
ICAM1,Signaling
ICAM1,Immune
ICAM1,Cell adhesion
ICAM2,Signaling
ICAM2,Cell adhesion
ICAM3,Immune
ICAM3,Cell adhesion
ICAM4,Signaling
ICAM4,Cell adhesion
ICAM5,Signaling
ICAM5,Cell adhesion
ICMT,Methylation
ICOS,Immune
ICOSLG,Signaling
ID1,Transcription
ID2,Transcription
ID3,Transcription
ID3,Apoptosis
ID4,Transcription
IDE,Proteolysis
IER2,Transcription
IER3,DNA repair
IER3,Apoptosis
IER5,Transcription
IFI16,Transcription
IFI16,Nuc acid bind
IFI16,Immune
IFI16,Apoptosis
IFI27,Transcription
IFI27,Immune
IFI27,Apoptosis
IFI27L1,Apoptosis
IFI27L2,Apoptosis
IFI35,Immune
IFI44,Immune
IFI44L,Immune
IFI6,Immune
IFI6,Apoptosis
IFIH1,Signaling
IFIH1,Nuc acid bind
IFIH1,Immune
IFIT1,Nuc acid bind
IFIT1,Immune
IFIT1B,Nuc acid bind
IFIT2,Nuc acid bind
IFIT2,Immune
IFIT2,Apoptosis
IFIT3,Nuc acid bind
IFIT3,Immune
IFIT5,Nuc acid bind
IFIT5,Immune
IFITM1,Signaling
IFITM1,Immune
IFITM2,Immune
IFITM3,Immune
IFNA2,Signaling
IFNA2,Immune
IFNA2,Apoptosis
IFNAR2,Signaling
IFNB1,Transcription
IFNB1,Signaling
IFNB1,Immune
IFNG,Transcription
IFNG,Signaling
IFNG,Immune
IFNG,Apoptosis
IFNGR1,Signaling
IFNGR2,Signaling
IFNK,Transcription
IFNL1,Immune
IFNL2,Immune
IFNL3,Immune
IFNL4,Immune
IFT122,Signaling
IFT22,GTPase
IFT27,Transport
IFT27,GTPase
IFT57,Apoptosis
IGBP1,Transcription
IGBP1,Signaling
IGF1,Transcription
IGF1,Signaling
IGF1R,Kinase
IGF1R,Signaling
IGF1R,Immune
IGF2,Transcription
IGF2BP1,Nuc acid bind
IGF2BP2,Nuc acid bind
IGF2BP3,Nuc acid bind
IGF2BP3,Translation
IGF2R,Signaling
IGF2R,Apoptosis
IGFALS,Signaling
IGFALS,Cell adhesion
IGFBP1,Signaling
IGFBP3,Kinase
IGFBP3,Apoptosis
IGFBP4,Signaling
IGFBP5,Signaling
IGFBP6,Signaling
IGFBP7,Signaling
IGFBP7,Structural
IGFBP7,Cell adhesion
IGFBPL1,Signaling
IGHA1,Immune
IGHA2,Immune
IGHD,Immune
IGHE,Immune
IGHM,Immune
IGHMBP2,DNA repair
IGHMBP2,Nuc acid bind
IGHV1-2,Immune
IGHV1-46,Immune
IGHV1-69,Immune
IGHV2-5,Immune
IGHV2-70,Immune
IGHV3-11,Immune
IGHV3-13,Immune
IGHV3-23,Immune
IGHV3-30,Immune
IGHV3-33,Immune
IGHV3-48,Immune
IGHV3-53,Immune
IGHV3-7,Immune
IGHV3-9,Immune
IGHV4-34,Immune
IGHV4-39,Immune
IGHV4-59,Immune
IGKC,Immune
IGKV1-12,Immune
IGKV1-13,Immune
IGKV1-16,Immune
IGKV1-17,Immune
IGKV1-27,Immune
IGKV1-33,Immune
IGKV1-37,Immune
IGKV1-39,Immune
IGKV1-5,Immune
IGKV1-6,Immune
IGKV1-8,Immune
IGKV1-9,Immune
IGKV1D-12,Immune
IGKV1D-13,Immune
IGKV1D-16,Immune
IGKV1D-17,Immune
IGKV1D-33,Immune
IGKV1D-37,Immune
IGKV1D-39,Immune
IGKV1D-42,Immune
IGKV1D-43,Immune
IGKV1D-8,Immune
IGKV1OR2-108,Immune
IGKV2-24,Immune
IGKV2-28,Immune
IGKV2-29,Immune
IGKV2-30,Immune
IGKV2-40,Immune
IGKV2D-24,Immune
IGKV2D-26,Immune
IGKV2D-28,Immune
IGKV2D-29,Immune
IGKV2D-30,Immune
IGKV2D-40,Immune
IGKV3-11,Immune
IGKV3-15,Immune
IGKV3-20,Immune
IGKV3-7,Immune
IGKV3D-11,Immune
IGKV3D-15,Immune
IGKV3D-20,Immune
IGKV3D-7,Immune
IGKV3OR2-268,Immune
IGKV4-1,Immune
IGKV5-2,Immune
IGKV6-21,Immune
IGKV6D-21,Immune
IGKV6D-41,Immune
IGLC1,Immune
IGLL1,Immune
IGLV1-36,Immune
IGLV1-40,Immune
IGLV1-44,Immune
IGLV1-47,Immune
IGLV1-50,Immune
IGLV1-51,Immune
IGLV10-54,Immune
IGLV11-55,Immune
IGLV2-11,Immune
IGLV2-14,Immune
IGLV2-18,Immune
IGLV2-23,Immune
IGLV2-33,Immune
IGLV2-8,Immune
IGLV3-1,Immune
IGLV3-10,Immune
IGLV3-12,Immune
IGLV3-16,Immune
IGLV3-19,Immune
IGLV3-21,Immune
IGLV3-22,Immune
IGLV3-25,Immune
IGLV3-27,Immune
IGLV3-32,Immune
IGLV3-9,Immune
IGLV4-3,Immune
IGLV4-60,Immune
IGLV4-69,Immune
IGLV5-37,Immune
IGLV5-39,Immune
IGLV5-45,Immune
IGLV5-48,Immune
IGLV5-52,Immune
IGLV6-57,Immune
IGLV7-43,Immune
IGLV7-46,Immune
IGLV8-61,Immune
IGLV9-49,Immune
IGSF1,Transcription
IGSF1,Signaling
IGSF11,Cell adhesion
IGSF6,Signaling
IGSF6,Immune
IGSF9B,Cell adhesion
IHH,Transcription
IHH,Proteolysis
IK,RNA processing
IKBKB,Transcription
