position,hex,word,department,enrichment,length
26699,"0x05D3","0x05D3","Nuc acid bind",8.6,2
26708,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
26749,"0x820A","0x820A","Chromatin",5,2
26768,"0xDCB1","0xDCB1","Transcription",5.3,2
26823,"0x356B","0x356B","Transcription",12.4,2
26830,"0x2082","0x2082","Chromatin",9.3,2
26860,"0x5A11","0x5A11","Proteolysis",5.3,2
26922,"0x6881","0x6881","DNA repair",8.8,2
26933,"0xF56F","0xF56F","Phosphatase",34.3,2
26964,"0xDCB1","0xDCB1","Transcription",5.3,2
27012,"0x25A2","0x25A2","Cytoskeleton",6.6,2
27138,"0xC96B","0xC96B","Unclassified",11.5,2
27187,"0x8811","0x8811","Unclassified",9.4,2
27205,"0x7DF6","0x7DF6","Chromatin",6.2,2
27301,"0xF693","0xF693","Cell adhesion",13.3,2
27352,"0xA4D6","0xA4D6","Unclassified",15.8,2
27410,"0xB7DA","0xB7DA","Unclassified",12.2,2
27459,"0x8818","0x8818","Unclassified",7.3,2
27485,"0xCA20","0xCA20","Cell cycle",7.6,2
27487,"0x056B","0x056B","Ion channel",9.2,2
27532,"0x25B2","0x25B2","Cytoskeleton",10.1,2
27680,"0xF560","0xF560","Cytoskeleton",7.6,2
27682,"0x6CA2","0x6CA2","Cell cycle",7.7,2
27760,"0x8818","0x8818","Unclassified",7.3,2
27786,"0x75DC","0x75DC","DNA repair",5.8,2
27812,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
27819,"0x50A2","0x50A2","Cell cycle",5.8,2
27827,"0x75D7","0x75D7","Cytoskeleton",21.7,2
27878,"0xC5DC","0xC5DC","Ion channel",9.2,2
27926,"0x8114","0x8114","Unclassified",5.3,2
28011,"0x37D3","0x37D3","Transcription",9.7,2
28039,"0x575D","0x575D","Cytoskeleton",5,2
28069,"0x5081","0x5081","Nuc acid bind",7.8,2
28081,"0x5965","0x5965","Ion channel",5,2
28104,"0x1451","0x1451","Ion channel",6.1,2
28122,"0x45C4","0x45C4","Transcription",7.4,2
28193,"0x75D5","0x75D5","Unclassified",6,2
28279,"0xCA2B","0xCA2B","Unclassified",12.9,2
28287,"0xCA2B","0xCA2B","Unclassified",12.9,2
28294,"0x1450","0x1450","Unclassified",9.1,2
28362,"0x4104","0x4104","Kinase",11,2
28408,"0x71C7","0x71C7","Transcription",45.2,2
28497,"0x7568","0x7568","Cytoskeleton",9,2
28513,"0x25B1","0x25B1","Kinase",5.5,2
28556,"0x8828","0x8828","Chromatin",9.5,2
28577,"0x8810","0x8810","Kinase",7.5,2
28598,"0x1620","0x1620","DNA repair",5.3,2
28646,"0x1CB2","0x1CB2","Chromatin",8.2,2
28651,"0x7425","0x7425","Cytoskeleton",8.2,2
28664,"0x0820","0x0820","Chromatin",19.1,2
28726,"0x4288","0x4288","Chromatin",5.8,2
28786,"0x7560","0x7560","DNA repair",10.8,2
28813,"0x6CB2","0x6CB2","Chromatin",12.5,2
28832,"0x0829","0x0829","Chromatin",7.7,2
28847,"0x4626","0x4626","Transcription",17.5,2
28861,"0x4288","0x4288","Chromatin",5.8,2
28869,"0x9A69","0x9A69","RNA processing",9.3,2
29038,"0xCA21","0xCA21","Unclassified",11,2
29056,"0xE69A","0xE69A","RNA processing",12.3,2
29065,"0x2B62","0x2B62","Cytoskeleton",6.9,2
29068,"0x881A","0x881A","Unclassified",5.1,2
29136,"0x575D","0x575D","Cytoskeleton",5,2
29207,"0x0560","0x0560","Kinase",13.8,2
29228,"0x3560","0x3560","Cytoskeleton",13.6,2
29273,"0x82C8","0x82C8","Cytoskeleton",5.1,2
29380,"0x82C8","0x82C8","Cytoskeleton",5.1,2
29426,"0x882A","0x882A","Structural",8.6,2
29447,"0xB7DA","0xB7DA","Unclassified",12.2,2
29535,"0xF62B","0xF62B","Cell adhesion",6.5,2
29556,"0x0820","0x0820","Chromatin",19.1,2
29587,"0x5965","0x5965","Ion channel",5,2
29605,"0x596B","0x596B","Transport",8.7,2
29747,"0xC829","0xC829","Structural",14.7,2
29796,"0x4114","0x4114","Chromatin",5.2,2
29962,"0xD081","0xD081","Nuc acid bind",5.6,2
29970,"0x8288","0x8288","Cell cycle",7.1,2
30005,"0x0450","0x0450","Cell cycle",15.1,2
30151,"0x41A4","0x41A4","Structural",5.8,2
30174,"0xA45F","0xA45F","Unclassified",12.6,2
30299,"0x7629","0x7629","Unclassified",5.6,2
30475,"0x6288","0x6288","Chromatin",5.1,2
30614,"0x575D","0x575D","Cytoskeleton",5,2
30624,"0x056A","0x056A","Unclassified",7.7,2
30642,"0x8420","0x8420","Chromatin",7.5,2
30648,"0x9C99","0x9C99","Structural",5.9,2
30707,"0x05D7","0x05D7","Chromatin",6,2
30734,"0x056B","0x056B","Ion channel",9.2,2
30897,"0x3628","0x3628","Phosphatase",5.6,2
30920,"0xF568","0xF568","Cell adhesion",6.6,2
30984,"0x0417","0x0417","Unclassified",6.7,2
31036,"0x7628","0x7628","Chromatin",6.6,2
31046,"0x7427","0x7427","Methylation",21.4,2
31149,"0x0625","0x0625","Unclassified",5.8,2
31296,"0x3568","0x3568","Cell adhesion",12,2
31298,"0x2B42","0x2B42","Cytoskeleton",5.2,2
31467,"0x71C7","0x71C7","Transcription",45.2,2
31504,"0x7657","0x7657","Cell adhesion",5.2,2
31506,"0xDF7D","0xDF7D","Chromatin",9.8,2
31515,"0x508D","0x508D","Phosphatase",6,2
31518,"0x1713","0x1713","Transcription",10.8,2
31525,"0xF5DC","0xF5DC","Cytoskeleton",8.3,2
31589,"0x05D1","0x05D1","Unclassified",9.2,2
31593,"0xDCB2","0xDCB2","Structural",6.8,2
31646,"0x37D5","0x37D5","Cytoskeleton",7.2,2
31683,"0x75D8","0x75D8","Chromatin",5.8,2
31780,"0x75DA","0x75DA","Chromatin",5.3,2
31783,"0x7657","0x7657","Cell adhesion",5.2,2
31813,"0xF7DF","0xF7DF","Chromatin",41.3,2
31859,"0xF69C","0xF69C","Chromatin",10,2
31875,"0x75D0","0x75D0","DNA repair",6.1,2
31996,"0x675D","0x675D","Cytoskeleton",5.1,2
32004,"0xCA21","0xCA21","Unclassified",11,2
32053,"0x0BD8","0x0BD8","Nuc acid bind",5.6,2
32095,"0xD74D75","0xD74D75","Unclassified",61.5,3
32203,"0x7DF6","0x7DF6","Chromatin",6.2,2
32206,"0xCBDF","0xCBDF","Structural",6.1,2
32228,"0x35D1","0x35D1","Ion channel",5.3,2
32265,"0x0425","0x0425","Unclassified",7.3,2
32298,"0x77D7","0x77D7","Cytoskeleton",10.4,2
32307,"0x362B","0x362B","Unclassified",5.1,2
32435,"0x5B2C","0x5B2C","Kinase",6.2,2
32468,"0xF56C","0xF56C","Chromatin",7.9,2
32511,"0x8A2A","0x8A2A","Chromatin",8.3,2
32573,"0x77D7","0x77D7","Cytoskeleton",10.4,2
32612,"0x7725","0x7725","Structural",6.1,2
32649,"0xF72F","0xF72F","Transcription",12,2
32680,"0x7987","0x7987","RNA processing",5.7,2
32713,"0x0A2A","0x0A2A","Chromatin",6.9,2
32762,"0x5451","0x5451","Unclassified",8,2
32773,"0x69A6","0x69A6","Chromatin",6.4,2
32786,"0x0A25","0x0A25","Unclassified",9.5,2
32796,"0x0823","0x0823","Nuc acid bind",10.2,2
32834,"0x1861","0x1861","Chromatin",5.1,2
33114,"0x0823","0x0823","Nuc acid bind",10.2,2
33153,"0x5A11","0x5A11","Proteolysis",5.3,2
33185,"0x356B","0x356B","Transcription",12.4,2
33198,"0x5A20","0x5A20","Cell cycle",5.8,2
33281,"0x0820","0x0820","Chromatin",19.1,2
33317,"0x94D1","0x94D1","Unclassified",5.9,2
33323,"0x6882","0x6882","Cell cycle",8.2,2
33392,"0xD8A2","0xD8A2","Cytoskeleton",6.6,2
33425,"0x2881","0x2881","DNA repair",5.2,2
33512,"0x7618","0x7618","DNA repair",7.7,2
33523,"0x1171","0x1171","Chromatin",5.8,2
33622,"0x769A","0x769A","Chromatin",7.3,2
33624,"0xDCB2","0xDCB2","Structural",6.8,2
33675,"0x8618","0x8618","Chromatin",20.5,2
33679,"0x608D","0x608D","Cell cycle",5.5,2
33722,"0xC5DC","0xC5DC","Ion channel",9.2,2
33770,"0x45C4","0x45C4","Transcription",7.4,2
33818,"0x1861","0x1861","Chromatin",5.1,2
33824,"0x575D","0x575D","Cytoskeleton",5,2
33835,"0x5960","0x5960","Cytoskeleton",9.7,2
33922,"0x6B6D","0x6B6D","Unclassified",6.3,2
34120,"0x75D5","0x75D5","Unclassified",6,2
34136,"0x8BDF","0x8BDF","Unclassified",6.1,2
34169,"0x7D77","0x7D77","Cytoskeleton",6,2
34209,"0xD5BD","0xD5BD","Chromatin",9.6,2
34268,"0xC960","0xC960","Unclassified",19.8,2
34282,"0x69A6","0x69A6","Chromatin",6.4,2
34312,"0x0A50","0x0A50","Transport",8.8,2
34318,"0x28A2","0x28A2","Chromatin",10.2,2
34363,"0x6082","0x6082","Nuc acid bind",8.1,2
34391,"0xC828","0xC828","Cell cycle",7.1,2
34419,"0x0A90","0x0A90","Translation",8.8,2
34437,"0x0A90","0x0A90","Translation",8.8,2
34443,"0x0BD0","0x0BD0","Nuc acid bind",10.6,2
34471,"0x0A10","0x0A10","Structural",8.9,2
34521,"0x0A20","0x0A20","Cell cycle",12.4,2
34559,"0x3690","0x3690","Phosphatase",6.2,2
34580,"0x0AD0","0x0AD0","Cell cycle",5.8,2
34621,"0x096F","0x096F","Structural",6.7,2
34640,"0xCB21","0xCB21","Transcription",10.2,2
34652,"0x8821","0x8821","Nuc acid bind",13.6,2
34678,"0x0410","0x0410","Transcription",41.5,2
34730,"0x6186","0x6186","Cytoskeleton",5.9,2
34760,"0x0628","0x0628","DNA repair",5.9,2
34764,"0x0BD5","0x0BD5","Transcription",5.8,2
34863,"0xCA21","0xCA21","Unclassified",11,2
34881,"0xE69A","0xE69A","RNA processing",12.3,2
34890,"0x2B62","0x2B62","Cytoskeleton",6.9,2
34893,"0x881A","0x881A","Unclassified",5.1,2
34980,"0xC5D7","0xC5D7","Transcription",7.2,2
34999,"0xF72C","0xF72C","Chromatin",6.4,2
35043,"0x7420","0x7420","DNA repair",8,2
35084,"0x34D0","0x34D0","Unclassified",5.2,2
35086,"0x0823","0x0823","Nuc acid bind",10.2,2
35290,"0x68A2","0x68A2","Cytoskeleton",7.7,2
35381,"0x1451","0x1451","Ion channel",6.1,2
35524,"0x7423","0x7423","DNA repair",11.2,2
35530,"0x1041","0x1041","Ubiquitin",7.6,2
35738,"0x8611","0x8611","Cell adhesion",5.9,2
35744,"0xC5DA","0xC5DA","Transcription",7.7,2
35786,"0x1713","0x1713","Transcription",10.8,2
35792,"0x9450","0x9450","Unclassified",8.6,2
35836,"0x2881","0x2881","DNA repair",5.2,2
35852,"0x3790","0x3790","Unclassified",7.7,2
35888,"0x35D1","0x35D1","Ion channel",5.3,2
35894,"0x0960","0x0960","Cell cycle",18.6,2
35909,"0xA421","0xA421","Unclassified",6.2,2
35919,"0x2445","0x2445","Structural",5.2,2
35931,"0x0B20","0x0B20","Cell cycle",6,2
36038,"0x765F","0x765F","Cytoskeleton",12.7,2
36045,"0x0A21","0x0A21","DNA repair",10.3,2
36068,"0x0A2B","0x0A2B","Unclassified",7.3,2
36085,"0x5D77","0x5D77","Chromatin",5.7,2
36114,"0xB56A","0xB56A","Unclassified",17.4,2
36123,"0x575D","0x575D","Cytoskeleton",5,2
36133,"0xB2CB","0xB2CB","Chromatin",43.9,2
36144,"0xB4D8","0xB4D8","Cell adhesion",5.7,2
36146,"0x0628","0x0628","DNA repair",5.9,2
36192,"0x6144","0x6144","Phosphatase",6.1,2
36333,"0xCB2C","0xCB2C","Chromatin",73.8,2
36399,"0x0A10","0x0A10","Structural",8.9,2
36487,"0x0A2B","0x0A2B","Unclassified",7.3,2
36517,"0x5081","0x5081","Nuc acid bind",7.8,2
36550,"0xC821","0xC821","Transcription",12.9,2
36559,"0x5A20","0x5A20","Cell cycle",5.8,2
36630,"0x4288","0x4288","Chromatin",5.8,2
36669,"0x3410","0x3410","Nuc acid bind",8.4,2
36747,"0x35D0","0x35D0","Unclassified",6,2
36819,"0x6C9D","0x6C9D","Unclassified",5.1,2
36863,"0x056B","0x056B","Ion channel",9.2,2
36897,"0x7626","0x7626","Structural",8,2
36935,"0x0420","0x0420","Cell cycle",5.6,2
36981,"0x5D75","0x5D75","Cytoskeleton",6.6,2
37017,"0x0625","0x0625","Unclassified",5.8,2
37026,"0x688D","0x688D","Cell cycle",5.4,2
37035,"0x9A69","0x9A69","RNA processing",9.3,2
37068,"0xD5B1","0xD5B1","GTPase",9.1,2
37074,"0x50A2","0x50A2","Cell cycle",5.8,2
37114,"0x8A25","0x8A25","Cytoskeleton",10.4,2
37121,"0xC960","0xC960","Unclassified",19.8,2
37123,"0x5081","0x5081","Nuc acid bind",7.8,2
37202,"0x85D8","0x85D8","Chromatin",6.8,2
37514,"0xF7D8","0xF7D8","Phosphatase",5.5,2
37528,"0x1451","0x1451","Ion channel",6.1,2
37531,"0x1451","0x1451","Ion channel",6.1,2
37590,"0x5D76","0x5D76","Cytoskeleton",5.4,2
37592,"0xF72F","0xF72F","Transcription",12,2
37767,"0x2445","0x2445","Structural",5.2,2
37856,"0xA6DA","0xA6DA","Transcription",9.1,2
37858,"0xA6DA","0xA6DA","Transcription",9.1,2
37883,"0xCA21","0xCA21","Unclassified",11,2
37930,"0x0B2C","0x0B2C","Methylation",8.1,2
37953,"0xB56F","0xB56F","GTPase",12.3,2
37959,"0xD881","0xD881","Chromatin",6.1,2
37991,"0x5965","0x5965","Ion channel",5,2
38036,"0x0850","0x0850","Cell cycle",11.9,2
38072,"0xB6D9","0xB6D9","Unclassified",7.8,2
38088,"0x7DB7","0x7DB7","Transcription",6.2,2
38099,"0x7617","0x7617","Chromatin",7.2,2
38114,"0xCBDC","0xCBDC","Chromatin",7.5,2
38133,"0x0820","0x0820","Chromatin",19.1,2
38212,"0x84D5","0x84D5","Unclassified",5,2
38256,"0x1899","0x1899","Structural",7.7,2
38374,"0x5960","0x5960","Cytoskeleton",9.7,2
38406,"0x6B6D","0x6B6D","Unclassified",6.3,2
38425,"0x7568","0x7568","Cytoskeleton",9,2
38451,"0xC82C","0xC82C","Cytoskeleton",7.8,2
38501,"0xB2C8","0xB2C8","Chromatin",8.6,2
38521,"0x0450","0x0450","Cell cycle",15.1,2
38721,"0xF628","0xF628","Chromatin",5.5,2
38740,"0xD8A1","0xD8A1","Chromatin",7.2,2
38783,"0x75D5","0x75D5","Unclassified",6,2
38793,"0xDA7D","0xDA7D","Phosphatase",6,2
38810,"0x765C","0x765C","Unclassified",6.5,2
38907,"0x77D8","0x77D8","Unclassified",5.1,2
38937,"0x1410","0x1410","Transcription",8.4,2
38945,"0x37D0","0x37D0","Unclassified",5.9,2
38970,"0xC828","0xC828","Cell cycle",7.1,2
38980,"0xBDF7","0xBDF7","Chromatin",10.5,2
39016,"0x8114","0x8114","Unclassified",5.3,2
39114,"0xE7DF","0xE7DF","Cytoskeleton",5.6,2
39122,"0xCBDF","0xCBDF","Structural",6.1,2
39316,"0x8825","0x8825","GTPase",12.7,2
39442,"0x5829","0x5829","Unclassified",5.8,2
39479,"0xCB2A","0xCB2A","Transcription",8.2,2
39483,"0xA5DA","0xA5DA","Cytoskeleton",6.1,2
39515,"0x675D","0x675D","Cytoskeleton",5.1,2
39517,"0x8810","0x8810","Kinase",7.5,2
39567,"0x0A53","0x0A53","Cell cycle",6.6,2
39588,"0x18A1","0x18A1","Chromatin",7.8,2
39592,"0x8425","0x8425","Kinase",7.8,2
39703,"0x0A90","0x0A90","Translation",8.8,2
39721,"0x05D5","0x05D5","Unclassified",5.1,2
39767,"0x5082","0x5082","Chromatin",7.2,2
39769,"0x8821","0x8821","Nuc acid bind",13.6,2
39976,"0x945C","0x945C","Unclassified",7.4,2
40318,"0x8A18","0x8A18","Chromatin",10.5,2
40332,"0x8A29","0x8A29","Unclassified",7.6,2
40338,"0xF62A","0xF62A","Unclassified",7.1,2
40351,"0x6082","0x6082","Nuc acid bind",8.1,2
40437,"0x68B2","0x68B2","Cytoskeleton",6.5,2
40459,"0x0725","0x0725","Unclassified",7.4,2
40482,"0x6CA2","0x6CA2","Cell cycle",7.7,2
40487,"0x7560","0x7560","DNA repair",10.8,2
40492,"0xC825","0xC825","DNA repair",13.1,2
40540,"0x4208","0x4208","Chromatin",5.5,2
40590,"0xF56F","0xF56F","Phosphatase",34.3,2
40673,"0x765C","0x765C","Unclassified",6.5,2
40767,"0x7DF7","0x7DF7","RNA processing",11.2,2
40790,"0x07D5","0x07D5","Methylation",6.6,2
40899,"0x772F","0x772F","Chromatin",13.4,2
40915,"0x72CB","0x72CB","Chromatin",7.2,2
40934,"0x2882","0x2882","Chromatin",6.3,2
40982,"0x7725","0x7725","Structural",6.1,2
41023,"0x5828","0x5828","Cell cycle",5.6,2
41030,"0xAD54","0xAD54","Transcription",5,2
41032,"0xD59D","0xD59D","Cytoskeleton",8.7,2
41066,"0x5D75DB","0x5D75DB","Transcription",40.4,3
41080,"0xB2CA","0xB2CA","Unclassified",5.4,2
41129,"0xB6D5","0xB6D5","Cytoskeleton",5.7,2
41145,"0x772A","0x772A","Unclassified",7.3,2
41157,"0x1620","0x1620","DNA repair",5.3,2
41288,"0x0411","0x0411","Unclassified",18.5,2
41365,"0x056C","0x056C","Cytoskeleton",10.3,2
41373,"0x7410","0x7410","Chromatin",12.8,2
41502,"0x5CB9","0x5CB9","Unclassified",7.5,2
41543,"0x0420","0x0420","Cell cycle",5.6,2
41675,"0x4415","0x4415","Unclassified",5.7,2
41700,"0x096C","0x096C","Cell cycle",17.5,2
41776,"0xB62B","0xB62B","Cytoskeleton",5.9,2
41778,"0x28A1","0x28A1","Chromatin",5.1,2
41808,"0x2362","0x2362","Cell cycle",5.2,2
41815,"0xCA29","0xCA29","Unclassified",7.7,2
41830,"0x0620","0x0620","Cell cycle",6.4,2
41867,"0x2082","0x2082","Chromatin",9.3,2
41890,"0xAD54","0xAD54","Transcription",5,2
42117,"0x1620","0x1620","DNA repair",5.3,2
42135,"0xF56F","0xF56F","Phosphatase",34.3,2
42157,"0xF420","0xF420","Methylation",7.9,2
42164,"0x8560","0x8560","Kinase",5.8,2
42239,"0xDF6D","0xDF6D","Chromatin",5.1,2
42241,"0xA18A","0xA18A","Cell cycle",5.3,2
42244,"0x9CBD","0x9CBD","Methylation",6.8,2
42270,"0x34D0","0x34D0","Unclassified",5.2,2
42287,"0xB450","0xB450","Cell cycle",9.1,2
42384,"0xF42F","0xF42F","Chromatin",29.2,2
42613,"0xF72F","0xF72F","Transcription",12,2
42648,"0x6F7D","0x6F7D","Methylation",10,2
42650,"0xBDCB","0xBDCB","Chromatin",5.9,2
42704,"0x8629","0x8629","Unclassified",6.7,2
42713,"0x37DA","0x37DA","Chromatin",8.9,2
42795,"0x87D8","0x87D8","Chromatin",14.5,2
42822,"0x09DC","0x09DC","RNA processing",6,2
42866,"0x7420","0x7420","DNA repair",8,2
42895,"0x9C99","0x9C99","Structural",5.9,2
43100,"0x5E41","0x5E41","Unclassified",6.8,2
43134,"0xF427","0xF427","Cytoskeleton",10.6,2
43173,"0x0828","0x0828","DNA repair",7,2
43277,"0xB988","0xB988","Cell cycle",5,2
43292,"0x5D75","0x5D75","Cytoskeleton",6.6,2
43452,"0x37DB","0x37DB","Chromatin",10.1,2
43478,"0x0567","0x0567","Transcription",14.8,2
43520,"0x4105","0x4105","Cell adhesion",5.5,2
43677,"0x0850","0x0850","Cell cycle",11.9,2
43794,"0xBDCB","0xBDCB","Chromatin",5.9,2
43854,"0x7617","0x7617","Chromatin",7.2,2
43874,"0xD5B1","0xD5B1","GTPase",9.1,2
43902,"0xC56B","0xC56B","Transcription",16.7,2
43946,"0xC5D7","0xC5D7","Transcription",7.2,2
44042,"0x596596","0x596596","Cell adhesion",192,3
44052,"0x0967","0x0967","Unclassified",10.4,2
44073,"0xF628","0xF628","Chromatin",5.5,2
44155,"0x2456","0x2456","Kinase",5.2,2
44201,"0xD0AD","0xD0AD","Cytoskeleton",5.5,2
44260,"0x1171","0x1171","Chromatin",5.8,2
44294,"0x5BDF","0x5BDF","Chromatin",5.7,2
44316,"0x1861","0x1861","Chromatin",5.1,2
44332,"0x5A11","0x5A11","Proteolysis",5.3,2
44442,"0xE698","0xE698","Unclassified",5.5,2
44452,"0x60B2","0x60B2","Nuc acid bind",5.2,2
44461,"0x8A28","0x8A28","Chromatin",18.3,2
44584,"0x0563","0x0563","Cell adhesion",21.8,2
44604,"0xA28A","0xA28A","Chromatin",11,2
44614,"0x25A2","0x25A2","Cytoskeleton",6.6,2
44625,"0x8560","0x8560","Kinase",5.8,2
44630,"0x0825","0x0825","Chromatin",11.6,2
44679,"0xDCAD","0xDCAD","Chromatin",7.6,2
44736,"0x77DB","0x77DB","Transcription",5.4,2
44764,"0x87DC","0x87DC","Unclassified",7.3,2
44841,"0x772C","0x772C","Cell cycle",5.9,2
44889,"0xD8AD","0xD8AD","Structural",6.3,2
45314,"0xAD54","0xAD54","Transcription",5,2
45322,"0x2B6D","0x2B6D","Chromatin",5.5,2
45336,"0xD5BD","0xD5BD","Chromatin",9.6,2
45361,"0xF5D9","0xF5D9","Transcription",7.2,2
45392,"0xB4D5","0xB4D5","Cytoskeleton",6.7,2
45475,"0xB6DC","0xB6DC","Structural",5.1,2
45506,"0x5810","0x5810","Cell cycle",5.8,2
45535,"0x945C","0x945C","Unclassified",7.4,2
45600,"0x4105","0x4105","Cell adhesion",5.5,2
45625,"0x5D74","0x5D74","Chromatin",5.3,2
45636,"0x0560","0x0560","Kinase",13.8,2
45662,"0x75D1","0x75D1","Unclassified",5.6,2
45667,"0xB5D5","0xB5D5","Unclassified",5,2
45669,"0x0810","0x0810","Chromatin",7.8,2
45701,"0x5965","0x5965","Ion channel",5,2
45706,"0x756F","0x756F","Cytoskeleton",13.7,2
45806,"0x20A2","0x20A2","RNA processing",5.5,2
45812,"0x28A2","0x28A2","Chromatin",10.2,2
45889,"0x772F","0x772F","Chromatin",13.4,2
45923,"0xF72F","0xF72F","Transcription",12,2
45942,"0x0BD9","0x0BD9","Unclassified",7.7,2
45944,"0x6882","0x6882","Cell cycle",8.2,2
45994,"0x37D3","0x37D3","Transcription",9.7,2
46040,"0xDC9D","0xDC9D","Chromatin",6.1,2
46178,"0xC5D7","0xC5D7","Transcription",7.2,2
46185,"0x8DF4","0x8DF4","Chromatin",7.4,2
46202,"0x2641","0x2641","Transcription",5.1,2
46337,"0xF69B","0xF69B","Transcription",15.8,2
46412,"0xCB2C","0xCB2C","Chromatin",73.8,2
46508,"0xF7DA","0xF7DA","Structural",15.7,2
46529,"0xC568","0xC568","Cell adhesion",12.3,2
46539,"0x8A21","0x8A21","Nuc acid bind",9.8,2
46585,"0x5C8D","0x5C8D","Phosphatase",5.3,2
46627,"0x0410","0x0410","Transcription",41.5,2
46718,"0x5B2B","0x5B2B","Unclassified",6,2
46734,"0x4144","0x4144","Phosphatase",5.9,2
46752,"0xCA25","0xCA25","Cell cycle",11.2,2
46763,"0x8420","0x8420","Chromatin",7.5,2
46922,"0x5451","0x5451","Unclassified",8,2
46981,"0xB62B","0xB62B","Cytoskeleton",5.9,2
47016,"0x7611","0x7611","Unclassified",5.9,2
47044,"0xCA25","0xCA25","Cell cycle",11.2,2
47064,"0x820A","0x820A","Chromatin",5,2
47142,"0x356A","0x356A","Unclassified",7.8,2
47186,"0x87D0","0x87D0","Cytoskeleton",9.9,2
47195,"0xF560","0xF560","Cytoskeleton",7.6,2
47298,"0xCBDF","0xCBDF","Structural",6.1,2
47305,"0x35D7","0x35D7","Cytoskeleton",8.7,2
47382,"0x945C","0x945C","Unclassified",7.4,2
47474,"0x5823","0x5823","Unclassified",6.4,2
47577,"0x7618","0x7618","DNA repair",7.7,2
47647,"0xB4DB","0xB4DB","Cell adhesion",6.4,2
47661,"0xDCB2","0xDCB2","Structural",6.8,2
47663,"0x8B25","0x8B25","Unclassified",9.8,2
47711,"0x0960","0x0960","Cell cycle",18.6,2
47812,"0xCA20","0xCA20","Cell cycle",7.6,2
47831,"0x0A11","0x0A11","Unclassified",7,2
47851,"0x1410","0x1410","Transcription",8.4,2
47854,"0x882C","0x882C","Chromatin",5.7,2
47891,"0x0BDC","0x0BDC","Unclassified",7,2
47931,"0xB7DA","0xB7DA","Unclassified",12.2,2
47945,"0x5BDF","0x5BDF","Chromatin",5.7,2
48072,"0xC821","0xC821","Transcription",12.9,2
48077,"0x1899","0x1899","Structural",7.7,2
48088,"0x2882","0x2882","Chromatin",6.3,2
48164,"0x75D7","0x75D7","Cytoskeleton",21.7,2
48223,"0xCB2B","0xCB2B","Transcription",9.4,2
48440,"0x06D1","0x06D1","Unclassified",8.5,2
48526,"0x6690","0x6690","Transcription",40.7,2
48578,"0x6081","0x6081","Unclassified",7.3,2
48667,"0x60A1","0x60A1","DNA repair",5.5,2
48798,"0x1861","0x1861","Chromatin",5.1,2
48819,"0x7563","0x7563","Transcription",9.3,2
48858,"0x8450","0x8450","Cell adhesion",12.1,2
48954,"0x159D","0x159D","Cytoskeleton",5.2,2
48958,"0x75D6","0x75D6","RNA processing",6.9,2
48982,"0x77DB","0x77DB","Transcription",5.4,2
48996,"0xB4DB","0xB4DB","Cell adhesion",6.4,2
49067,"0x0967","0x0967","Unclassified",10.4,2
49081,"0xB56F","0xB56F","GTPase",12.3,2
49083,"0x756B","0x756B","Unclassified",7.8,2
49091,"0xB563","0xB563","Unclassified",14.4,2
49205,"0xDCAD","0xDCAD","Chromatin",7.6,2
49282,"0x4264","0x4264","Transcription",5.1,2
49290,"0x1C71","0x1C71","Transcription",19.8,2
49333,"0x3725","0x3725","Cell adhesion",5,2
49405,"0xA288","0xA288","Cytoskeleton",6.2,2
49418,"0x356B","0x356B","Transcription",12.4,2
49436,"0x6CA2","0x6CA2","Cell cycle",7.7,2
49447,"0x7629","0x7629","Unclassified",5.6,2
49461,"0xD881","0xD881","Chromatin",6.1,2
49499,"0xF5DF","0xF5DF","Cytoskeleton",11.9,2
49503,"0xF5D7","0xF5D7","Cytoskeleton",11.6,2
49521,"0x7627","0x7627","Cytoskeleton",13.9,2
49590,"0x7623","0x7623","Cell cycle",7.6,2
49672,"0x4174","0x4174","Phosphatase",5.5,2
49688,"0x3650","0x3650","Unclassified",9.9,2
49724,"0x9D75","0x9D75","Cytoskeleton",5.1,2
49733,"0x7568","0x7568","Cytoskeleton",9,2
49784,"0x0BDC","0x0BDC","Unclassified",7,2
49796,"0xD89D","0xD89D","Cytoskeleton",5.2,2
49806,"0x5A28B2","0x5A28B2","Unclassified",46.4,3
49830,"0x882B","0x882B","Unclassified",9.3,2
49835,"0x820B","0x820B","Translation",5.6,2
49860,"0xF56B","0xF56B","Unclassified",8.8,2
49911,"0xA69C","0xA69C","Cell adhesion",5.7,2
49934,"0x4415","0x4415","Unclassified",5.7,2
50036,"0x0850","0x0850","Cell cycle",11.9,2
50074,"0x765F","0x765F","Cytoskeleton",12.7,2
50086,"0x882A","0x882A","Structural",8.6,2
50153,"0x8420","0x8420","Chromatin",7.5,2
50174,"0x5081","0x5081","Nuc acid bind",7.8,2
50239,"0xCB2B","0xCB2B","Transcription",9.4,2
50284,"0xC85C","0xC85C","Chromatin",14.1,2
50286,"0x0A9B","0x0A9B","Kinase",5,2
50313,"0x4428","0x4428","GTPase",6.9,2
50417,"0x8690","0x8690","Nuc acid bind",5.6,2
50448,"0x72CB","0x72CB","Chromatin",7.2,2
50451,"0x1C71","0x1C71","Transcription",19.8,2
50474,"0x37D8","0x37D8","Cell adhesion",7.1,2
50503,"0x0411","0x0411","Unclassified",18.5,2
